N_features,Depth,Learning Rate,N_trees,AUC_vl,Pr_vl
35,8,0.001,700,0.985657686,0.260760131
25,8,0.1,400,0.984835549,0.260760131
30,6,0.1,600,0.985660418,0.260760131
32,6,0.1,300,0.985435393,0.260760131
31,10,0.001,600,0.98585984,0.260760131
15,6,0.1,100,0.986561628,0.260694514
24,6,0.01,400,0.986077113,0.260694514
35,9,0.001,800,0.985928132,0.260694514
28,4,0.01,700,0.986360014,0.260694514
10,6,0.1,400,0.985495071,0.260694514
34,2,0.1,200,0.986436258,0.260694514
17,1,0.1,500,0.985814044,0.260628931
14,9,0.01,300,0.985505413,0.260628931
10,6,0.01,800,0.986023619,0.260628931
12,8,0.01,600,0.986090645,0.260628931
19,5,0.01,600,0.986118799,0.260628931
11,3,0.1,300,0.98625568,0.260628931
27,7,0.01,300,0.986104965,0.260628931
26,9,0.01,300,0.986503289,0.260628931
12,5,0.1,100,0.985917468,0.260628931
28,7,0.1,900,0.9854152,0.260628931
32,10,0.001,400,0.985995913,0.260628931
12,10,0.01,500,0.986250382,0.260628931
17,4,0.1,100,0.985913144,0.26056338
17,6,0.1,300,0.986013335,0.26056338
20,5,0.1,100,0.986367869,0.26056338
32,8,0.01,200,0.986153094,0.26056338
33,2,0.01,800,0.985347585,0.26056338
32,9,0.01,200,0.986133032,0.26056338
34,4,0.01,500,0.985877404,0.26056338
13,7,0.01,600,0.986124501,0.260497863
15,9,0.1,100,0.985839778,0.260497863
16,6,0.1,300,0.985463606,0.260497863
20,5,0.1,300,0.985553464,0.260497863
21,4,0.1,100,0.986343693,0.260497863
21,6,0.1,100,0.986601498,0.260497863
20,10,0.01,200,0.985935811,0.260497863
21,8,0.01,300,0.985989777,0.260497863
28,1,0.1,200,0.985279371,0.260497863
27,9,0.1,500,0.984609311,0.260497863
30,6,0.1,500,0.98463058,0.260497863
34,6,0.01,300,0.985996054,0.260497863
16,5,0.01,600,0.985651604,0.260432378
14,9,0.01,400,0.985751269,0.260432378
28,6,0.1,100,0.986610973,0.260432378
30,4,0.01,500,0.985842437,0.260432378
18,4,0.01,600,0.985539976,0.260366926
17,1,0.1,700,0.985893906,0.260366926
10,6,0.01,900,0.986171329,0.260366926
20,3,0.01,1000,0.986050906,0.260366926
24,1,0.1,400,0.985885749,0.260366926
10,10,0.01,800,0.986308176,0.260366926
35,9,0.001,700,0.986079207,0.260366926
29,3,0.01,600,0.985421968,0.260366926
10,7,0.1,500,0.984613767,0.260301508
22,4,0.01,600,0.985917478,0.260301508
29,2,0.1,100,0.985660593,0.260301508
31,3,0.01,1000,0.986399417,0.260301508
32,3,0.01,600,0.985569678,0.260301508
13,1,0.1,500,0.985582675,0.260301508
35,2,0.01,1000,0.985872281,0.260301508
16,9,0.1,400,0.98377781,0.260236122
19,4,0.01,700,0.985791923,0.260236122
22,9,0.1,300,0.985291851,0.260236122
31,5,0.01,400,0.986076996,0.260236122
29,9,0.01,200,0.986231494,0.260236122
29,6,0.1,900,0.982572999,0.260236122
34,7,0.01,200,0.985889187,0.260236122
34,10,0.01,100,0.986403205,0.260236122
13,2,0.1,300,0.985587719,0.260236122
33,9,0.1,400,0.985330679,0.260236122
27,10,0.001,1000,0.985899062,0.260236122
18,9,0.1,100,0.985816985,0.260170768
15,5,0.1,1000,0.983188518,0.260170768
22,2,0.01,1000,0.985248899,0.260170768
17,10,0.01,300,0.986056302,0.260170768
24,8,0.1,100,0.986264688,0.260170768
24,7,0.1,200,0.985799008,0.260170768
26,5,0.1,900,0.98599415,0.260170768
28,5,0.01,400,0.985847219,0.260170768
27,4,0.01,500,0.985440691,0.260170768
30,3,0.01,800,0.986128728,0.260170768
34,2,0.01,1000,0.985613653,0.260170768
34,4,0.01,700,0.986413119,0.260170768
30,9,0.1,800,0.983950845,0.260170768
32,9,0.001,800,0.985944683,0.260170768
15,3,0.1,400,0.985822152,0.260105448
14,9,0.01,1000,0.986633294,0.260105448
23,7,0.1,200,0.986029189,0.260105448
22,7,0.1,500,0.984749547,0.260105448
22,10,0.01,200,0.98596023,0.260105448
11,4,0.01,1000,0.985831213,0.260105448
26,8,0.1,300,0.985720495,0.260105448
27,4,0.01,700,0.98624673,0.260105448
15,5,0.1,100,0.986025659,0.260040161
19,7,0.1,600,0.983554519,0.260040161
15,8,0.01,500,0.98621599,0.260040161
35,10,0.001,400,0.985905168,0.260040161
23,7,0.01,300,0.985694712,0.260040161
26,1,0.1,200,0.985250788,0.260040161
34,2,0.1,100,0.985768317,0.260040161
33,5,0.01,400,0.986056199,0.260040161
33,6,0.1,600,0.985206872,0.260040161
13,1,0.1,600,0.985772597,0.260040161
35,2,0.01,900,0.985636889,0.260040161
29,9,0.1,1000,0.98402818,0.260040161
33,8,0.001,1000,0.985608901,0.260040161
14,8,0.01,400,0.985669864,0.259974906
16,8,0.1,100,0.986049942,0.259974906
17,5,0.1,700,0.985533071,0.259974906
20,7,0.01,400,0.986031181,0.259974906
23,6,0.1,800,0.981152848,0.259974906
27,3,0.1,100,0.98611338,0.259974906
29,6,0.1,400,0.985862796,0.259974906
34,3,0.01,600,0.985630501,0.259974906
35,7,0.1,300,0.986168631,0.259974906
13,5,0.1,700,0.985081964,0.259974906
15,7,0.1,400,0.985641447,0.259909684
21,6,0.1,600,0.985011252,0.259909684
28,5,0.01,300,0.985290633,0.259909684
28,6,0.1,600,0.984778179,0.259909684
13,7,0.1,800,0.98385865,0.259909684
11,5,0.1,300,0.985650158,0.259844495
22,7,0.1,200,0.986130768,0.259844495
31,9,0.001,600,0.985699796,0.259844495
34,10,0.001,700,0.985969706,0.259844495
15,5,0.01,700,0.985984835,0.259779338
16,4,0.01,700,0.985620402,0.259779338
16,7,0.1,700,0.98447077,0.259779338
27,6,0.01,300,0.985847852,0.259779338
33,2,0.1,200,0.986363262,0.259779338
33,10,0.001,900,0.986167064,0.259779338
16,3,0.01,1000,0.985662886,0.259714214
15,10,0.01,300,0.985858404,0.259714214
16,9,0.01,300,0.985700516,0.259714214
26,6,0.01,300,0.985969467,0.259714214
27,10,0.1,100,0.986098742,0.259714214
33,7,0.1,400,0.984252372,0.259714214
34,6,0.1,500,0.985219327,0.259714214
34,10,0.001,800,0.986224882,0.259714214
18,4,0.01,700,0.985908528,0.259649123
19,6,0.1,700,0.985472882,0.259649123
21,1,0.1,500,0.985760896,0.259649123
22,3,0.01,800,0.985681648,0.259649123
26,4,0.01,600,0.986043169,0.259649123
29,10,0.1,100,0.985881835,0.259649123
31,6,0.1,300,0.985588586,0.259649123
34,10,0.001,100,0.985766408,0.259649123
10,1,0.1,600,0.985504006,0.259584064
16,5,0.01,700,0.986014192,0.259584064
17,3,0.01,1000,0.985725403,0.259584064
20,8,0.1,500,0.984864979,0.259584064
23,10,0.1,100,0.985812861,0.259584064
26,1,0.1,300,0.985775104,0.259584064
28,3,0.01,700,0.985618337,0.259584064
10,5,0.1,800,0.984566159,0.259584064
32,5,0.1,800,0.986097223,0.259584064
33,6,0.1,800,0.984087166,0.259584064
29,10,0.001,900,0.986249179,0.259584064
18,8,0.1,300,0.98552583,0.259519038
15,4,0.01,1000,0.986107376,0.259519038
14,5,0.01,700,0.98582763,0.259519038
16,5,0.1,1000,0.984114581,0.259519038
29,6,0.01,300,0.985843304,0.259519038
11,10,0.01,600,0.986243468,0.259519038
31,2,0.01,1000,0.985766934,0.259519038
27,9,0.1,700,0.984949062,0.259519038
32,3,0.01,800,0.986045424,0.259519038
29,7,0.1,800,0.984520222,0.259519038
12,7,0.1,600,0.985203604,0.259519038
32,9,0.001,600,0.985543204,0.259519038
31,9,0.001,800,0.985836234,0.259519038
30,10,0.001,800,0.985910437,0.259519038
14,1,0.1,800,0.985777583,0.259454045
16,7,0.01,400,0.985728578,0.259454045
22,5,0.01,500,0.985814663,0.259454045
24,4,0.01,600,0.985924821,0.259454045
26,2,0.01,900,0.985280544,0.259454045
28,5,0.1,400,0.986003543,0.259454045
11,8,0.01,800,0.986198539,0.259454045
28,8,0.01,200,0.985966327,0.259454045
30,6,0.01,300,0.986003119,0.259454045
33,8,0.01,100,0.985593119,0.259454045
35,3,0.01,700,0.985965192,0.259454045
35,6,0.1,1000,0.983986391,0.259454045
34,10,0.001,400,0.985985546,0.259454045
14,3,0.1,300,0.986359269,0.259389084
18,6,0.01,400,0.985565627,0.259389084
17,9,0.1,100,0.985969477,0.259389084
10,2,0.1,400,0.986148736,0.259389084
20,7,0.1,300,0.985611997,0.259389084
10,10,0.01,500,0.985761241,0.259389084
35,10,0.001,500,0.985865089,0.259389084
33,1,0.1,200,0.985263219,0.259389084
32,8,0.1,500,0.98514396,0.259389084
12,5,0.01,800,0.985994087,0.259389084
35,9,0.01,100,0.98593359,0.259389084
33,9,0.001,900,0.985942306,0.259389084
13,9,0.01,400,0.985655909,0.259324155
19,4,0.01,600,0.98554671,0.259324155
22,8,0.01,300,0.98614467,0.259324155
35,8,0.001,900,0.985788159,0.259324155
29,6,0.1,300,0.986130831,0.259324155
31,1,0.1,200,0.985320331,0.259324155
30,6,0.1,800,0.984015149,0.259324155
33,2,0.01,700,0.985153874,0.259324155
34,3,0.01,700,0.985906064,0.259324155
12,4,0.01,1000,0.985784307,0.259324155
27,10,0.1,900,0.984446472,0.259324155
33,9,0.001,500,0.985639032,0.259324155
28,10,0.1,1000,0.984659699,0.259324155
18,3,0.01,900,0.985689984,0.259259259
28,2,0.01,1000,0.985584452,0.259259259
28,9,0.1,1000,0.985045279,0.259259259
33,10,0.001,400,0.985749565,0.259259259
33,10,0.001,600,0.985989388,0.259259259
18,5,0.1,1000,0.982693578,0.259194396
15,3,0.1,200,0.985996117,0.259194396
20,3,0.01,700,0.985309385,0.259194396
22,2,0.1,300,0.986037866,0.259194396
21,7,0.01,400,0.986165145,0.259194396
32,4,0.01,500,0.986022796,0.259194396
12,6,0.1,700,0.985370125,0.259194396
32,2,0.01,1000,0.985666724,0.259194396
34,10,0.001,200,0.985793082,0.259194396
34,9,0.001,600,0.985725788,0.259194396
35,8,0.1,900,0.984735407,0.259194396
19,10,0.1,300,0.985241385,0.259129565
11,5,0.1,1000,0.985124639,0.259129565
23,5,0.01,500,0.986073782,0.259129565
25,8,0.1,200,0.986239285,0.259129565
31,3,0.01,600,0.985465295,0.259129565
35,7,0.01,200,0.986025396,0.259129565
14,2,0.1,300,0.985920755,0.259064766
16,1,0.1,400,0.985765113,0.259064766
20,6,0.01,400,0.985751917,0.259064766
20,5,0.1,1000,0.985040186,0.259064766
23,3,0.1,100,0.985682929,0.259064766
23,6,0.01,400,0.986041217,0.259064766
26,8,0.1,500,0.984218608,0.259064766
27,5,0.01,400,0.985820384,0.259064766
29,2,0.01,1000,0.985647616,0.259064766
29,10,0.1,500,0.984537109,0.259064766
35,2,0.01,800,0.985452187,0.259064766
19,1,0.1,300,0.985420249,0.259
18,6,0.1,600,0.984930753,0.259
14,7,0.1,900,0.984599495,0.259
19,6,0.1,600,0.984967234,0.259
14,6,0.01,600,0.985993122,0.259
24,3,0.01,800,0.985861169,0.259
25,2,0.01,1000,0.985388959,0.259
25,3,0.01,800,0.985920594,0.259
25,8,0.01,200,0.985695262,0.259
23,10,0.1,1000,0.985068515,0.259
22,10,0.1,1000,0.984799749,0.259
33,7,0.01,200,0.985834632,0.259
33,10,0.001,1000,0.986351157,0.259
21,4,0.01,600,0.985712865,0.258935266
25,7,0.1,100,0.986161649,0.258935266
26,4,0.01,500,0.985721936,0.258935266
11,10,0.01,500,0.986052017,0.258935266
32,8,0.1,200,0.986254219,0.258935266
10,6,0.1,500,0.98484815,0.258935266
34,7,0.1,200,0.985288189,0.258935266
27,10,0.001,900,0.985800629,0.258935266
34,9,0.001,700,0.98584494,0.258935266
18,8,0.1,100,0.98531461,0.258870565
10,1,0.1,500,0.985155807,0.258870565
15,5,0.1,700,0.985871346,0.258870565
17,4,0.01,700,0.98578495,0.258870565
20,3,0.01,900,0.985859932,0.258870565
20,8,0.01,300,0.985734455,0.258870565
21,7,0.1,300,0.985867597,0.258870565
10,5,0.1,400,0.985737134,0.258870565
33,8,0.1,200,0.985636208,0.258870565
18,6,0.1,400,0.985703224,0.258805896
25,2,0.1,100,0.985595203,0.258805896
23,3,0.01,700,0.985412892,0.258805896
29,3,0.01,700,0.985856198,0.258805896
30,3,0.01,500,0.985178367,0.258805896
30,10,0.001,500,0.985844687,0.258805896
34,9,0.001,400,0.985824898,0.258805896
33,9,0.001,1000,0.986004638,0.258805896
17,5,0.01,600,0.985815359,0.258741259
23,1,0.1,300,0.985379634,0.258741259
26,7,0.1,800,0.984371699,0.258741259
33,10,0.001,200,0.985711063,0.258741259
11,5,0.1,800,0.985263253,0.258676654
11,6,0.1,600,0.985193968,0.258676654
25,5,0.1,900,0.98502104,0.258676654
27,10,0.1,400,0.985327143,0.258676654
13,9,0.1,100,0.985785885,0.258676654
24,1,0.1,300,0.985553186,0.258612082
30,4,0.01,400,0.985317736,0.258612082
30,3,0.01,600,0.985608414,0.258612082
32,4,0.01,400,0.985505447,0.258612082
31,9,0.1,300,0.984462862,0.258612082
32,5,0.1,1000,0.984125809,0.258612082
14,9,0.1,100,0.986143934,0.258547542
16,9,0.1,100,0.986013715,0.258547542
22,1,0.1,300,0.985679642,0.258547542
23,1,0.1,600,0.985980428,0.258547542
26,3,0.1,100,0.986076806,0.258547542
25,7,0.1,400,0.983306267,0.258547542
30,2,0.1,100,0.98544592,0.258547542
23,9,0.1,1000,0.984290002,0.258547542
29,9,0.1,300,0.985115339,0.258547542
12,6,0.1,200,0.985932797,0.258547542
10,6,0.1,200,0.986123401,0.258547542
35,5,0.1,700,0.984777322,0.258547542
31,10,0.001,800,0.986008446,0.258547542
30,10,0.001,900,0.985945165,0.258547542
23,3,0.01,800,0.985637814,0.258483034
11,4,0.01,900,0.985494341,0.258483034
26,2,0.01,1000,0.985528046,0.258483034
33,3,0.01,600,0.98554039,0.258483034
33,2,0.01,900,0.98557707,0.258483034
34,4,0.01,400,0.985504308,0.258483034
28,9,0.001,900,0.985693909,0.258483034
29,9,0.001,1000,0.985860103,0.258483034
33,9,0.001,600,0.985691041,0.258483034
14,1,0.1,400,0.985409566,0.258418558
19,8,0.1,300,0.98582536,0.258418558
15,9,0.1,700,0.983770457,0.258418558
35,8,0.001,1000,0.985892513,0.258418558
35,3,0.01,400,0.984736049,0.258418558
26,10,0.001,800,0.985687384,0.258418558
30,9,0.001,800,0.985893682,0.258418558
33,9,0.001,700,0.985789449,0.258418558
19,8,0.1,500,0.984453046,0.258354115
12,7,0.01,600,0.985863799,0.258354115
15,9,0.1,300,0.985145139,0.258354115
19,7,0.1,1000,0.984890669,0.258354115
20,6,0.1,900,0.984429877,0.258354115
35,3,0.01,500,0.98531536,0.258354115
30,10,0.001,600,0.985966799,0.258354115
10,7,0.1,200,0.985570238,0.258289703
15,2,0.1,200,0.985688163,0.258289703
15,7,0.01,500,0.986114874,0.258289703
15,7,0.1,600,0.985341985,0.258289703
16,6,0.01,500,0.985677017,0.258289703
22,3,0.1,100,0.985553702,0.258289703
21,4,0.1,1000,0.984767729,0.258289703
26,6,0.01,400,0.98606753,0.258289703
25,6,0.1,700,0.984317358,0.258289703
35,10,0.001,700,0.986069137,0.258289703
29,2,0.01,900,0.985427748,0.258289703
12,4,0.01,800,0.985343275,0.258289703
28,9,0.001,1000,0.985642343,0.258289703
35,10,0.1,800,0.984626461,0.258289703
18,5,0.01,500,0.98576186,0.258225324
22,6,0.1,900,0.984861463,0.258225324
35,9,0.001,1000,0.986094131,0.258225324
29,5,0.01,400,0.985963911,0.258225324
31,5,0.1,1000,0.984788657,0.258225324
33,8,0.1,100,0.986471297,0.258225324
31,10,0.001,1000,0.985946061,0.258225324
23,10,0.01,200,0.985783582,0.258160977
16,10,0.1,1000,0.983626141,0.258160977
27,2,0.01,800,0.985055987,0.258160977
32,1,0.1,300,0.985306765,0.258160977
33,2,0.01,1000,0.98576577,0.258160977
31,9,0.1,400,0.985188066,0.258160977
19,8,0.1,100,0.985726592,0.258096662
15,4,0.1,100,0.985932889,0.258096662
16,7,0.1,300,0.985564059,0.258096662
17,8,0.1,300,0.985120086,0.258096662
11,5,0.1,500,0.985872364,0.258096662
11,6,0.1,500,0.984060478,0.258096662
22,7,0.1,600,0.983992381,0.258096662
26,9,0.1,400,0.98490068,0.258096662
30,10,0.01,100,0.986026745,0.258096662
32,2,0.01,700,0.984733542,0.258096662
27,9,0.1,900,0.984896707,0.258096662
14,7,0.1,100,0.985976971,0.258032379
15,4,0.01,700,0.985402686,0.258032379
15,5,0.01,600,0.985623616,0.258032379
35,9,0.001,200,0.985526799,0.258032379
25,7,0.1,500,0.983447895,0.258032379
25,9,0.1,900,0.984396513,0.258032379
27,10,0.1,500,0.984918064,0.258032379
32,7,0.1,700,0.983880426,0.258032379
13,7,0.1,400,0.985261091,0.258032379
27,7,0.1,100,0.986120396,0.257968127
23,10,0.1,600,0.984598092,0.257968127
28,7,0.01,200,0.985576846,0.257968127
29,8,0.1,200,0.984943559,0.257968127
30,2,0.01,800,0.985261525,0.257968127
34,10,0.001,500,0.985985833,0.257968127
14,4,0.01,800,0.985825628,0.257903908
11,5,0.1,100,0.985667337,0.257903908
27,7,0.01,200,0.985355916,0.257903908
25,10,0.1,600,0.98437763,0.257903908
31,10,0.001,400,0.985646526,0.257903908
31,10,0.001,500,0.985727317,0.257903908
14,1,0.1,500,0.985563115,0.257839721
16,1,0.1,300,0.985504152,0.257839721
10,7,0.01,600,0.985724702,0.257839721
25,2,0.01,900,0.985329593,0.257839721
25,7,0.01,300,0.985817755,0.257839721
27,2,0.01,900,0.985239579,0.257839721
27,2,0.01,1000,0.985424335,0.257839721
27,3,0.01,600,0.985306351,0.257839721
29,6,0.1,800,0.985031762,0.257839721
34,5,0.01,300,0.985919874,0.257839721
13,6,0.1,600,0.985151668,0.257839721
34,8,0.001,800,0.985657754,0.257839721
34,8,0.001,1000,0.985689872,0.257839721
15,3,0.01,1000,0.98552863,0.257775566
15,9,0.1,200,0.985492218,0.257775566
16,9,0.1,200,0.985453297,0.257775566
22,3,0.01,700,0.985371293,0.257775566
20,10,0.01,300,0.986100057,0.257775566
26,3,0.01,600,0.985230975,0.257775566
25,9,0.01,200,0.98594999,0.257775566
21,10,0.1,900,0.984882469,0.257775566
29,5,0.1,900,0.984223507,0.257775566
31,3,0.01,700,0.985677426,0.257775566
19,3,0.1,100,0.98594573,0.257711443
17,9,0.1,300,0.985395942,0.257711443
22,7,0.1,400,0.985756192,0.257711443
28,3,0.01,600,0.985314678,0.257711443
31,8,0.01,100,0.985805947,0.257711443
35,8,0.01,100,0.985538398,0.257711443
32,10,0.001,300,0.985686016,0.257711443
24,10,0.001,1000,0.985691533,0.257711443
33,10,0.001,500,0.985888734,0.257711443
33,9,0.1,900,0.985178123,0.257711443
28,10,0.001,1000,0.985999623,0.257711443
32,10,0.1,1000,0.985363897,0.257711443
15,1,0.1,300,0.985491843,0.257647351
24,9,0.01,200,0.985855234,0.257647351
25,10,0.1,100,0.986125981,0.257647351
10,5,0.1,100,0.985722443,0.257647351
12,1,0.1,900,0.985755983,0.257647351
32,8,0.1,800,0.984272804,0.257647351
34,10,0.001,300,0.985760195,0.257647351
32,2,0.01,800,0.985129961,0.257639752
13,6,0.01,700,0.986051992,0.257583292
18,7,0.1,400,0.985128096,0.257583292
20,4,0.01,600,0.985584598,0.257583292
29,4,0.01,500,0.985722574,0.257583292
26,10,0.001,1000,0.985813041,0.257583292
32,10,0.001,500,0.985964715,0.257583292
19,7,0.1,300,0.984992793,0.257519264
22,8,0.1,600,0.983777382,0.257519264
26,7,0.1,1000,0.98423197,0.257519264
27,10,0.001,700,0.985789566,0.257519264
26,9,0.001,1000,0.985667259,0.257519264
14,9,0.1,800,0.983985145,0.257455268
24,8,0.01,200,0.985670531,0.257455268
22,7,0.1,1000,0.984416312,0.257455268
30,2,0.01,1000,0.985690281,0.257455268
34,7,0.1,700,0.984471461,0.257455268
20,6,0.1,300,0.98582669,0.257391304
24,10,0.01,100,0.985407711,0.257391304
11,10,0.01,400,0.985826539,0.257391304
32,3,0.01,700,0.985757429,0.257391304
24,10,0.1,900,0.98488393,0.257391304
10,6,0.1,700,0.985071753,0.257391304
13,10,0.01,400,0.985743016,0.257327372
12,8,0.01,500,0.985816493,0.257327372
15,6,0.1,1000,0.983920812,0.257327372
16,7,0.1,500,0.985367929,0.257327372
21,6,0.01,400,0.985667775,0.257327372
24,10,0.1,300,0.984700679,0.257327372
28,6,0.1,1000,0.983957507,0.257327372
30,5,0.01,300,0.985182501,0.257327372
31,7,0.01,200,0.985747617,0.257327372
28,10,0.001,900,0.98590586,0.257327372
23,5,0.01,400,0.985493425,0.257263472
27,10,0.01,100,0.98564563,0.257263472
31,6,0.1,400,0.985672572,0.257263472
28,8,0.1,1000,0.984650204,0.257263472
33,4,0.01,400,0.98547965,0.257263472
33,5,0.01,300,0.985536343,0.257263472
35,5,0.1,1000,0.984362808,0.257263472
10,5,0.01,800,0.985474742,0.257199603
20,4,0.01,500,0.985194874,0.257199603
20,3,0.01,800,0.985737591,0.257199603
26,5,0.01,400,0.985838537,0.257199603
23,10,0.1,900,0.984470887,0.257199603
31,10,0.001,200,0.985398425,0.257199603
28,10,0.001,500,0.98571195,0.257199603
33,6,0.1,1000,0.982978115,0.257199603
14,5,0.1,200,0.985840923,0.257135766
24,4,0.01,500,0.985410399,0.257135766
23,8,0.1,600,0.984342941,0.257135766
31,6,0.1,500,0.985715606,0.257135766
29,9,0.1,500,0.983222817,0.257135766
34,3,0.01,500,0.985164577,0.257135766
32,10,0.001,200,0.98553982,0.257135766
29,9,0.001,600,0.985559867,0.257135766
13,5,0.1,900,0.985417157,0.257135766
29,10,0.001,700,0.985906308,0.257135766
32,9,0.001,1000,0.985940023,0.257135766
10,5,0.01,700,0.98543307,0.25707196
10,5,0.01,900,0.985814327,0.25707196
21,1,0.1,600,0.985719867,0.25707196
22,8,0.1,100,0.985989548,0.25707196
22,8,0.1,200,0.985787633,0.25707196
12,6,0.1,400,0.985511763,0.25707196
32,8,0.001,600,0.985328482,0.25707196
35,7,0.1,900,0.983916205,0.25707196
10,10,0.1,500,0.984246188,0.257008187
17,1,0.1,400,0.985573418,0.257008187
15,9,0.01,300,0.985507965,0.257008187
25,4,0.01,500,0.985648332,0.257008187
12,3,0.1,200,0.986150576,0.257008187
34,1,0.1,200,0.985231355,0.257008187
15,8,0.1,400,0.985084302,0.256944444
20,7,0.01,300,0.985649847,0.256944444
24,3,0.01,700,0.985469463,0.256944444
23,9,0.01,200,0.98597422,0.256944444
23,6,0.1,900,0.984650729,0.256944444
25,4,0.01,400,0.985026362,0.256944444
26,3,0.01,500,0.984955061,0.256944444
24,6,0.1,1000,0.984034481,0.256944444
29,4,0.01,400,0.985318048,0.256944444
26,9,0.001,900,0.985745484,0.256944444
32,9,0.001,300,0.985292893,0.256944444
34,9,0.001,200,0.985265917,0.256944444
28,10,0.1,900,0.984762012,0.256944444
14,6,0.1,400,0.985431512,0.256880734
14,6,0.1,600,0.985363225,0.256880734
21,4,0.01,500,0.985380019,0.256880734
26,8,0.01,200,0.985715597,0.256880734
29,5,0.01,300,0.985339141,0.256880734
10,6,0.1,300,0.985380014,0.256880734
31,7,0.1,300,0.98532132,0.256880734
35,2,0.01,700,0.98514846,0.256880734
29,8,0.001,1000,0.985437151,0.256880734
28,10,0.001,700,0.985774096,0.256880734
34,9,0.001,900,0.985897558,0.256880734
