N_features,Depth,Learning_rate,N_trees,R2_tr,R2_vl,MSE_tr,MSE_vl
35,6,0.1,400,-1.941553887,-1.960206347,11.80027173,11.97199195
13,6,0.1,1000,-1.923814614,-1.96216065,11.72910926,11.97989575
15,6,0.1,1000,-1.911413167,-1.962223394,11.67935989,11.98014951
39,7,0.1,200,-1.933497834,-1.963958718,11.76795425,11.9871677
35,7,0.1,200,-1.945138455,-1.964805563,11.8146515,11.9905926
32,5,0.1,900,-1.940098907,-1.968534972,11.79443496,12.00567549
31,6,0.1,400,-1.953000008,-1.969231381,11.84618873,12.00849198
12,7,0.1,600,-1.934583334,-1.969777363,11.77230881,12.0107001
30,5,0.1,1000,-1.943693868,-1.969827671,11.80885643,12.01090356
25,6,0.1,500,-1.940742354,-1.970477678,11.7970162,12.01353239
27,5,0.1,1000,-1.946145201,-1.971380069,11.81869014,12.01718194
30,6,0.1,400,-1.9597304,-1.972370315,11.87318822,12.0211868
30,5,0.1,900,-1.950298125,-1.972446293,11.83534992,12.02149408
18,6,0.1,700,-1.936286142,-1.972642904,11.77913976,12.02228924
28,5,0.1,1000,-1.941699167,-1.972763622,11.80085453,12.02277746
40,5,0.1,700,-1.953787319,-1.973641186,11.84934709,12.0263266
10,7,0.1,800,-1.906902502,-1.974711093,11.66126501,12.03065363
32,7,0.1,200,-1.958475603,-1.974850267,11.86815451,12.0312165
20,6,0.1,600,-1.946302713,-1.975326512,11.81932201,12.03314258
13,6,0.1,900,-1.947613716,-1.976393214,11.8245812,12.03745665
34,7,0.1,200,-1.956404982,-1.979343131,11.85984805,12.04938703
39,5,0.1,800,-1.954491879,-1.979464949,11.85217349,12.0498797
24,6,0.1,500,-1.949277232,-1.979679422,11.83125453,12.0507471
22,7,0.1,300,-1.940393399,-1.980515274,11.79561634,12.05412754
13,7,0.1,600,-1.921741346,-1.980973173,11.72079218,12.05597943
10,7,0.1,700,-1.923840568,-1.981412796,11.72921337,12.0577574
18,7,0.1,400,-1.951335085,-1.981422493,11.83950976,12.05779662
23,7,0.1,300,-1.946856714,-1.981906201,11.82154443,12.05975288
17,6,0.1,700,-1.951483416,-1.982004175,11.84010481,12.06014912
29,5,0.1,800,-1.959478735,-1.982199412,11.87217865,12.06093872
26,5,0.1,1000,-1.958235487,-1.982833558,11.86719126,12.0635034
35,5,0.1,800,-1.962847531,-1.98471823,11.88569283,12.0711256
19,7,0.1,400,-1.932653308,-1.985021938,11.76456636,12.07235389
16,7,0.1,400,-1.948137896,-1.985060818,11.82668399,12.07251113
17,7,0.1,400,-1.945552181,-1.985465966,11.81631119,12.07414967
32,6,0.1,400,-1.967267279,-1.985558343,11.903423,12.07452328
22,6,0.1,500,-1.964700458,-1.986911439,11.893126,12.07999561
29,5,0.1,900,-1.9616887,-1.988831849,11.88104409,12.08776235
22,6,0.1,600,-1.952520598,-1.989304126,11.84426554,12.08967238
36,5,0.1,800,-1.96616679,-1.989734298,11.8990083,12.09141213
39,5,0.1,700,-1.970233123,-1.990008055,11.91532071,12.09251929
19,6,0.1,600,-1.959726471,-1.992349494,11.87317246,12.10198879
14,6,0.1,1000,-1.945728815,-1.992449545,11.81701977,12.10239343
34,5,0.1,800,-1.964419522,-1.992497713,11.891999,12.10258824
25,5,0.1,1000,-1.974207466,-1.99296757,11.93126409,12.10448849
40,6,0.1,300,-1.983870638,-1.993036991,11.97002866,12.10476924
28,5,0.1,800,-1.984470336,-1.993712122,11.97243439,12.10749969
15,6,0.1,800,-1.965321547,-1.993741198,11.89561754,12.10761728
27,5,0.1,900,-1.977338884,-1.994222286,11.94382602,12.10956295
33,7,0.1,200,-1.974427517,-1.994239567,11.93214685,12.10963284
27,6,0.1,400,-1.981338872,-1.994647983,11.95987228,12.11128459
21,7,0.1,300,-1.964726217,-1.99694975,11.89322933,12.12059366
23,6,0.1,500,-1.978782962,-1.998097805,11.94961905,12.12523674
12,6,0.1,1000,-1.962320618,-1.998342524,11.88357908,12.12622647
37,5,0.1,700,-1.97237756,-1.99893453,11.92392329,12.12862072
34,5,0.1,700,-1.988657448,-1.999658645,11.98923132,12.13154927
24,5,0.1,1000,-1.982275182,-2.000235773,11.96362836,12.13388335
32,5,0.1,800,-1.986070137,-2.000504264,11.97885212,12.13496921
29,6,0.1,400,-1.973271227,-2.000961372,11.9275083,12.1368179
38,6,0.1,300,-1.991222802,-2.001498917,11.99952244,12.1389919
38,5,0.1,700,-1.986533182,-2.001846955,11.98070966,12.14039947
17,6,0.1,600,-1.976454795,-2.002267978,11.94027943,12.14210222
23,5,0.1,1000,-1.975388553,-2.00229006,11.93600212,12.14219153
28,5,0.1,900,-1.976421549,-2.002587121,11.94014606,12.14339293
29,7,0.1,200,-1.991855802,-2.003140808,12.00206176,12.14563221
24,7,0.1,200,-1.989610431,-2.00354093,11.99305428,12.14725043
27,5,0.1,800,-1.989994493,-2.003641702,11.99459498,12.14765798
35,6,0.1,300,-1.98190053,-2.00383889,11.96212542,12.14845547
38,7,0.1,200,-1.97757831,-2.004322176,11.94478649,12.15041003
33,5,0.1,800,-1.985152787,-2.004642573,11.9751721,12.15170581
31,7,0.1,200,-1.985652846,-2.006080617,11.97717812,12.15752171
36,5,0.1,700,-1.988226878,-2.006169086,11.98750405,12.15787951
14,6,0.1,800,-1.979785542,-2.006713248,11.95364098,12.16008027
37,6,0.1,300,-1.984704969,-2.006957895,11.97337564,12.1610697
25,5,0.1,900,-1.982697556,-2.007001844,11.96532275,12.16124744
22,5,0.1,1000,-1.987511027,-2.007035752,11.98463236,12.16138458
30,7,0.1,200,-1.981463263,-2.007840087,11.96037129,12.16463755
22,5,0.1,900,-2.00485494,-2.010140106,12.05420881,12.17393954
27,5,0.1,700,-2.000690016,-2.010328797,12.0375009,12.17470267
15,6,0.1,700,-1.994151739,-2.010743535,12.01127209,12.17638
11,7,0.1,600,-1.969500646,-2.011939029,11.91238232,12.18121495
21,6,0.1,500,-1.98629754,-2.01244654,11.97976436,12.18326748
31,5,0.1,700,-2.000535319,-2.012832322,12.03688032,12.1848277
14,6,0.1,900,-1.9746682,-2.013637559,11.93311237,12.18808433
37,5,0.1,600,-2.007988174,-2.015221147,12.06677803,12.19448885
32,6,0.1,300,-1.999591688,-2.016409725,12.03309487,12.19929583
36,7,0.1,200,-1.985115156,-2.016480052,11.97502114,12.19958025
19,6,0.1,500,-1.988913945,-2.016941663,11.99026028,12.20144715
16,6,0.1,700,-1.982466676,-2.017338798,11.96439656,12.20305329
18,6,0.1,600,-1.987161716,-2.01755534,11.98323107,12.20392905
26,6,0.1,400,-2.005011898,-2.018294202,12.05483846,12.20691724
24,5,0.1,900,-2.005000834,-2.018398376,12.05479408,12.20733855
30,5,0.1,700,-2.00200496,-2.018697483,12.0427759,12.20854823
33,5,0.1,700,-1.990296322,-2.018940532,11.99580579,12.20953119
15,7,0.1,400,-1.974989701,-2.019342807,11.93440209,12.21115812
35,5,0.1,700,-1.998879896,-2.021272141,12.03023946,12.21896094
13,7,0.1,500,-1.977527529,-2.021691747,11.94458278,12.22065796
32,5,0.1,700,-2.013971003,-2.023427956,12.09077861,12.22767973
33,6,0.1,300,-2.011383013,-2.023921999,12.08039669,12.22967779
39,6,0.1,300,-2.006048927,-2.024535043,12.05899859,12.23215713
40,5,0.1,500,-2.018529837,-2.025264238,12.10906673,12.23510622
26,5,0.1,900,-2.007861969,-2.026531809,12.06627175,12.24023267
23,6,0.1,400,-2.015967262,-2.027126716,12.09878676,12.24263866
40,5,0.1,600,-2.015839881,-2.027952299,12.09827576,12.24597757
38,5,0.1,600,-2.017880683,-2.028202134,12.10646259,12.24698798
28,6,0.1,400,-2.015848691,-2.028535827,12.0983111,12.24833754
26,7,0.1,200,-2.013323402,-2.030046243,12.08818071,12.25444613
28,7,0.1,200,-2.01674065,-2.030953058,12.10188926,12.25811357
20,6,0.1,500,-2.008301183,-2.031909129,12.06803369,12.26198022
27,7,0.1,200,-2.010808992,-2.032196496,12.07809396,12.26314242
36,6,0.1,300,-2.017885023,-2.032720722,12.10648,12.26526255
20,7,0.1,300,-2.003942453,-2.034100597,12.0505483,12.2708432
24,5,0.1,800,-2.022824286,-2.035094661,12.12629424,12.2748635
39,5,0.1,600,-2.028440644,-2.035156395,12.1488247,12.27511317
26,5,0.1,800,-2.021313794,-2.035998428,12.12023479,12.27851861
29,5,0.1,700,-2.030592024,-2.036926964,12.15745512,12.2822739
32,5,0.1,600,-2.034966614,-2.037393234,12.17500413,12.28415964
11,6,0.1,1000,-1.999272294,-2.038158332,12.0318136,12.28725393
10,7,0.1,600,-2.000102071,-2.038657824,12.03514231,12.28927404
36,5,0.1,600,-2.027326732,-2.039929265,12.14435615,12.29441613
29,5,0.1,600,-2.031864617,-2.040215708,12.16256023,12.2955746
21,5,0.1,900,-2.028380813,-2.040343056,12.14858468,12.29608964
12,6,0.1,800,-2.021444294,-2.040427963,12.1207583,12.29643302
23,5,0.1,900,-2.027196152,-2.040646186,12.14383232,12.29731559
30,5,0.1,800,-2.014973989,-2.041277108,12.09480217,12.29986723
34,5,0.1,600,-2.028235079,-2.041460103,12.14800006,12.30060732
13,6,0.1,800,-2.010164535,-2.041977899,12.07550867,12.30270145
18,7,0.1,300,-2.020199419,-2.042274995,12.11576438,12.30390299
15,6,0.1,600,-2.006889482,-2.043545132,12.06237054,12.30903982
24,6,0.1,400,-2.033647739,-2.043736171,12.16971336,12.30981244
31,5,0.1,600,-2.033626738,-2.045641004,12.16962912,12.31751618
33,5,0.1,600,-2.038769017,-2.046369557,12.19025777,12.32046267
31,6,0.1,300,-2.047575534,-2.048372517,12.22558579,12.32856326
25,7,0.1,200,-2.03518389,-2.048607711,12.17587575,12.32951446
20,5,0.1,1000,-2.035699243,-2.048882361,12.17794313,12.33062523
19,7,0.1,300,-2.015634945,-2.050261051,12.09745364,12.33620108
21,5,0.1,1000,-2.036212974,-2.050435604,12.180004,12.33690703
35,5,0.1,500,-2.04756832,-2.050793183,12.22555685,12.33835319
38,5,0.1,500,-2.043009385,-2.051013307,12.20726833,12.33924344
13,7,0.1,400,-2.020954188,-2.051842313,12.1187922,12.34259619
21,6,0.1,400,-2.03745483,-2.051864957,12.1849858,12.34268777
30,6,0.1,300,-2.044194505,-2.051942542,12.21202253,12.34300155
11,6,0.1,900,-2.018450134,-2.052452403,12.10874699,12.34506359
20,5,0.1,900,-2.039891867,-2.053304887,12.19476217,12.3485113
22,6,0.1,400,-2.039453552,-2.053424515,12.19300383,12.34899511
17,7,0.1,300,-2.025946979,-2.053648562,12.13882117,12.34990122
35,5,0.1,600,-2.041780304,-2.054210865,12.20233778,12.35217535
28,5,0.1,700,-2.041477454,-2.056336681,12.20112287,12.36077281
37,5,0.1,500,-2.048055011,-2.057837698,12.22750925,12.36684339
27,6,0.1,300,-2.057028927,-2.058040575,12.26350881,12.36766389
25,6,0.1,400,-2.032725648,-2.058795765,12.16601432,12.37071811
26,6,0.1,300,-2.049267719,-2.059180107,12.23237412,12.37227251
39,7,0.01,1000,-2.064772466,-2.059227324,12.29457262,12.37246347
39,5,0.1,500,-2.053007682,-2.060182424,12.24737728,12.37632619
18,5,0.1,1000,-2.036837831,-2.060286551,12.18251066,12.37674731
25,5,0.1,800,-2.051427437,-2.061555538,12.241038,12.38187949
22,5,0.1,700,-2.053124623,-2.061788927,12.24784639,12.38282338
34,6,0.1,300,-2.035789113,-2.061940828,12.17830365,12.38343772
12,7,0.1,500,-2.020868175,-2.063399785,12.11844715,12.38933819
14,7,0.1,400,-2.029117388,-2.063849583,12.15153951,12.39115732
18,5,0.1,900,-2.053549664,-2.064635555,12.24955148,12.39433603
14,6,0.1,700,-2.047656776,-2.06527476,12.2259117,12.39692117
12,6,0.1,900,-2.028861079,-2.06707701,12.1505113,12.40421003
22,5,0.1,800,-2.05233322,-2.067982284,12.24467162,12.40787124
24,5,0.1,700,-2.059788523,-2.068709911,12.27457915,12.41081399
16,7,0.1,300,-2.048813718,-2.069829893,12.23055286,12.41534354
23,5,0.1,800,-2.058322829,-2.069919265,12.2686994,12.41570499
19,5,0.1,1000,-2.056874694,-2.069977542,12.26289009,12.41594068
20,6,0.1,400,-2.062733237,-2.071018873,12.2863921,12.42015214
18,6,0.1,500,-2.046451034,-2.073613837,12.22107477,12.43064698
28,5,0.1,600,-2.066400065,-2.074199389,12.30110186,12.43301514
23,7,0.1,200,-2.064059151,-2.075616419,12.2917111,12.43874605
17,5,0.1,1000,-2.064134257,-2.077821945,12.2920124,12.44766588
21,7,0.1,200,-2.061725796,-2.077944934,12.28235067,12.44816328
17,6,0.1,500,-2.059902207,-2.078239294,12.2750352,12.44935377
16,5,0.1,1000,-2.060398631,-2.078242515,12.27702664,12.44936679
10,7,0.1,500,-2.053174543,-2.079644455,12.24804665,12.45503667
30,5,0.1,600,-2.071657315,-2.079791089,12.32219173,12.45562971
26,5,0.1,700,-2.074775515,-2.079826952,12.33470063,12.45577475
28,6,0.1,300,-2.0756177,-2.081121892,12.33807912,12.46101189
36,7,0.01,1000,-2.080146424,-2.081639086,12.35624645,12.46310358
40,5,0.1,400,-2.086736512,-2.082140735,12.3826831,12.4651324
27,5,0.1,600,-2.083197938,-2.085834163,12.36848783,12.48006977
39,7,0.01,900,-2.084720109,-2.085977341,12.37459414,12.48064883
23,5,0.1,700,-2.075041169,-2.08634618,12.33576632,12.48214053
32,5,0.1,500,-2.087005386,-2.086502366,12.38376171,12.48277219
10,6,0.1,900,-2.064312942,-2.08668104,12.2927292,12.4834948
15,6,0.1,500,-2.070083154,-2.087823184,12.31587686,12.48811399
31,5,0.1,500,-2.093097638,-2.088472154,12.40820125,12.49073862
39,4,0.1,1000,-2.095603746,-2.088624845,12.4182547,12.49135615
16,6,0.1,600,-2.060053674,-2.089548887,12.27564282,12.49509327
13,6,0.1,700,-2.067027917,-2.089756881,12.30362054,12.49593446
17,5,0.1,800,-2.081473193,-2.090019867,12.36156888,12.49699805
36,5,0.1,500,-2.077630902,-2.090647338,12.34615523,12.49953574
29,6,0.1,300,-2.068625191,-2.090858838,12.31002813,12.50039111
40,6,0.1,200,-2.092560984,-2.091911195,12.40604842,12.50464717
12,7,0.1,400,-2.066889046,-2.091973688,12.30306345,12.50489991
19,5,0.1,900,-2.081622198,-2.09296618,12.36216663,12.50891386
40,7,0.01,1000,-2.088888688,-2.093011682,12.39131672,12.50909788
20,5,0.1,800,-2.090667432,-2.093819772,12.39845229,12.51236605
22,7,0.1,200,-2.078307353,-2.093871917,12.34886887,12.51257694
34,5,0.1,500,-2.094791265,-2.093898389,12.41499536,12.512684
39,6,0.1,200,-2.091124952,-2.094270785,12.40028766,12.51419008
19,6,0.1,400,-2.079646058,-2.094292869,12.35423919,12.5142794
36,5,0.1,400,-2.105276623,-2.096599486,12.45705819,12.52360807
18,5,0.1,800,-2.081912544,-2.09661708,12.36333137,12.52367923
29,5,0.1,500,-2.098743072,-2.099817633,12.43084834,12.53662326
11,7,0.1,500,-2.067665244,-2.101916678,12.30617722,12.54511244
24,6,0.1,300,-2.087073104,-2.102244307,12.38403336,12.54643748
18,5,0.1,700,-2.097111589,-2.102829563,12.42430352,12.54880444
33,5,0.1,500,-2.096749287,-2.103041116,12.42285012,12.54966002
40,4,0.1,1000,-2.102726607,-2.104141171,12.4468286,12.55410899
25,5,0.1,700,-2.084977641,-2.10428866,12.37562725,12.55470548
38,7,0.01,1000,-2.105163143,-2.104511517,12.45660296,12.55560678
26,5,0.1,600,-2.100763836,-2.10484226,12.4389548,12.55694441
15,5,0.1,1000,-2.092225307,-2.104865394,12.40470182,12.55703797
25,5,0.1,600,-2.098874402,-2.104913376,12.43137518,12.55723202
36,4,0.1,1000,-2.110031491,-2.107485053,12.47613271,12.56763268
35,4,0.1,1000,-2.108696193,-2.107804914,12.47077606,12.5689263
40,4,0.1,900,-2.106313799,-2.107817393,12.4612189,12.56897676
14,6,0.1,600,-2.088608052,-2.108123614,12.39019092,12.57021522
38,6,0.1,200,-2.109441922,-2.108737294,12.47376761,12.57269713
31,4,0.1,1000,-2.113848622,-2.109765047,12.49144543,12.57685368
21,5,0.1,800,-2.096133241,-2.109870285,12.4203788,12.5772793
25,6,0.1,300,-2.107529657,-2.111380304,12.46609641,12.58338628
37,7,0.01,1000,-2.113187682,-2.112278541,12.48879402,12.58701903
16,6,0.1,500,-2.097015093,-2.112779861,12.42391642,12.58904652
11,7,0.1,400,-2.096895773,-2.11286183,12.42343776,12.58937803
36,4,0.1,900,-2.121123722,-2.113898217,12.52063006,12.5935695
16,5,0.1,900,-2.098814522,-2.115582282,12.43113497,12.60038038
23,6,0.1,300,-2.108696032,-2.115826766,12.47077541,12.60136915
35,6,0.1,200,-2.110996175,-2.115908969,12.48000262,12.60170161
21,5,0.1,700,-2.111388171,-2.117466064,12.48157514,12.60799898
40,7,0.01,900,-2.120782491,-2.118763147,12.51926118,12.61324479
38,7,0.01,900,-2.126980837,-2.119115645,12.54412633,12.6146704
35,5,0.1,400,-2.120497525,-2.120185453,12.51811802,12.61899703
36,7,0.01,900,-2.122069494,-2.120304363,12.5244241,12.61947794
24,5,0.1,600,-2.111165936,-2.120878013,12.48068363,12.62179796
12,6,0.1,700,-2.08948885,-2.121140572,12.39372432,12.62285983
15,7,0.1,300,-2.086197664,-2.121179534,12.38052147,12.6230174
19,5,0.1,800,-2.104994699,-2.1212842,12.45592723,12.62344071
10,6,0.1,1000,-2.084549052,-2.121319761,12.37390793,12.62358453
40,7,0.1,100,-2.116811965,-2.121520689,12.50333311,12.62439714
17,5,0.1,900,-2.114682035,-2.122410782,12.49478873,12.62799695
11,6,0.1,800,-2.106419066,-2.122607236,12.46164119,12.62879147
23,5,0.1,600,-2.118505493,-2.12322292,12.51012683,12.63128149
28,5,0.1,500,-2.117975871,-2.123466539,12.50800221,12.63226676
31,7,0.01,1000,-2.121586666,-2.123882506,12.52248719,12.63394906
32,4,0.1,900,-2.134470331,-2.125621454,12.57417102,12.64098191
22,5,0.1,600,-2.119265214,-2.126062768,12.51317451,12.64276672
34,6,0.1,200,-2.12227667,-2.126823305,12.5252552,12.64584256
37,5,0.1,400,-2.116414405,-2.126954415,12.50173827,12.64637281
38,4,0.1,1000,-2.124107909,-2.127442977,12.53260136,12.64834871
31,6,0.1,200,-2.131883137,-2.130025769,12.56379229,12.65879432
37,6,0.1,200,-2.116193626,-2.130267412,12.5008526,12.6597716
38,5,0.1,400,-2.129049921,-2.130508029,12.55242662,12.66074473
35,7,0.01,1000,-2.130320587,-2.130609385,12.55752399,12.66115465
31,4,0.1,800,-2.138206207,-2.131561356,12.58915777,12.66500471
33,4,0.1,900,-2.138122076,-2.131612062,12.58882028,12.66520978
14,7,0.1,300,-2.116588417,-2.131619698,12.50243633,12.66524066
32,7,0.01,1000,-2.129417233,-2.13163366,12.55390012,12.66529713
35,7,0.1,100,-2.140931897,-2.132239659,12.60009209,12.66774798
38,4,0.1,900,-2.129438751,-2.132456936,12.55398644,12.66862672
33,4,0.1,1000,-2.137351243,-2.134067134,12.58572802,12.67513886
37,4,0.1,1000,-2.134750652,-2.134071327,12.57529555,12.67515581
30,6,0.1,200,-2.139317801,-2.134426929,12.59361702,12.67659398
30,5,0.1,500,-2.129177554,-2.134543728,12.55293863,12.67706635
17,6,0.1,400,-2.11822181,-2.134629773,12.50898881,12.67741434
35,4,0.1,900,-2.137691644,-2.134651858,12.58709356,12.67750366
34,5,0.1,400,-2.143423616,-2.134884802,12.61008782,12.67844576
32,4,0.1,1000,-2.136378072,-2.135619864,12.58182407,12.68141858
34,4,0.1,1000,-2.133000577,-2.13566798,12.56827498,12.68161317
31,5,0.1,400,-2.138651126,-2.13573235,12.5909426,12.6818735
34,4,0.1,800,-2.13908611,-2.135747515,12.59268757,12.68193484
33,7,0.01,1000,-2.13199662,-2.13674078,12.56424753,12.68595191
38,7,0.1,100,-2.141151107,-2.136813746,12.60097147,12.68624701
27,5,0.1,500,-2.138361146,-2.1375876,12.58977932,12.68937671
37,7,0.01,800,-2.137804021,-2.137915697,12.58754437,12.69070364
39,4,0.1,900,-2.139728212,-2.137961628,12.59526342,12.6908894
13,7,0.1,300,-2.122094909,-2.138094924,12.52452605,12.69142848
34,7,0.01,1000,-2.139926359,-2.138579615,12.5960583,12.69338873
37,4,0.1,900,-2.140388114,-2.139411739,12.59791066,12.69675409
21,5,0.1,600,-2.139899123,-2.139635539,12.59594904,12.69765921
24,5,0.1,500,-2.140702367,-2.141192213,12.59917131,12.70395488
38,4,0.1,800,-2.143637359,-2.141362654,12.61094526,12.7046442
34,7,0.01,900,-2.14065106,-2.141709005,12.59896549,12.70604495
28,4,0.1,1000,-2.144724933,-2.142164625,12.61530815,12.70788762
36,6,0.1,200,-2.134819192,-2.142317157,12.5755705,12.7085045
16,5,0.1,800,-2.128161097,-2.142476857,12.54886103,12.70915038
31,7,0.01,900,-2.147722475,-2.143087228,12.62733302,12.71161891
39,7,0.1,100,-2.137411305,-2.143314202,12.58596896,12.71253686
30,5,0.1,400,-2.144542645,-2.145520954,12.61457689,12.72146165
36,7,0.1,100,-2.137995043,-2.146522397,12.58831067,12.7255118
35,7,0.01,900,-2.146925161,-2.146621227,12.62413453,12.7259115
32,5,0.1,400,-2.147695098,-2.14663268,12.62722319,12.72595782
39,5,0.1,400,-2.141628523,-2.147240845,12.60288666,12.72841743
37,7,0.1,100,-2.146004189,-2.147710198,12.62043998,12.73031564
22,5,0.1,500,-2.154045014,-2.149040245,12.65269638,12.73569476
31,4,0.1,900,-2.158516021,-2.150930809,12.67063217,12.74334078
37,4,0.1,800,-2.160012074,-2.151332525,12.6766337,12.74496545
33,5,0.1,400,-2.155728973,-2.151550145,12.65945171,12.74584557
37,7,0.01,900,-2.15316491,-2.152080928,12.64916577,12.74799222
12,6,0.1,600,-2.135459438,-2.153467158,12.57813889,12.75359856
40,4,0.1,700,-2.153851644,-2.153665698,12.65192066,12.75440152
18,6,0.1,400,-2.13763798,-2.153802153,12.58687829,12.75495339
29,5,0.1,400,-2.157580239,-2.154091841,12.6668782,12.75612497
23,5,0.1,500,-2.154059734,-2.154385819,12.65275543,12.75731392
32,6,0.1,200,-2.152761794,-2.154471206,12.64754864,12.75765925
20,5,0.1,700,-2.149050186,-2.155497281,12.63265924,12.76180901
11,6,0.1,600,-2.14363913,-2.156222535,12.61095236,12.76474216
30,4,0.1,900,-2.163496405,-2.156596182,12.69061136,12.76625331
34,4,0.1,900,-2.158530617,-2.156888623,12.67069072,12.76743603
11,6,0.1,700,-2.133685332,-2.157437298,12.57102193,12.76965504
17,5,0.1,700,-2.154996109,-2.15869722,12.65651177,12.77475056
14,5,0.1,1000,-2.156531266,-2.159071635,12.66267017,12.77626481
34,7,0.1,100,-2.162962316,-2.159277897,12.68846883,12.77709899
35,4,0.1,800,-2.175918969,-2.159399907,12.74044544,12.77759244
33,6,0.1,200,-2.157643952,-2.159431702,12.6671338,12.77772103
21,6,0.1,300,-2.156396713,-2.159687935,12.6621304,12.77875731
15,5,0.1,900,-2.146745607,-2.159706102,12.62341424,12.77883079
33,4,0.1,800,-2.171239352,-2.159970081,12.7216728,12.7798984
34,4,0.1,700,-2.173448846,-2.159980788,12.73053635,12.7799417
28,7,0.01,1000,-2.162889795,-2.160698561,12.6881779,12.7828446
10,6,0.1,800,-2.134662743,-2.161124162,12.57494289,12.78456586
36,4,0.1,700,-2.181135913,-2.161805825,12.76137362,12.78732272
35,5,0.1,300,-2.166092931,-2.163747607,12.70102753,12.79517589
